Year	23	1835
Year	23	1874
Year	23	2106
Year	23	3072
Year	23	3570
Year	23	4520
Year	23	6670
Year	23	9560
Year	22	0075
Year	22	0530
Year	22	0750
Year	22	1006
Year	22	1110
Year	22	1241
Year	22	1398
Year	22	1424
Year	22	1713
Year	22	1717
Year	22	1877
Year	22	1892
Year	22	2156
Year	22	2314
Year	22	5771
Year	22	7520
Year	21	0110
Year	21	0520
Year	21	0958
Year	21	1130
Year	21	1169
Year	21	1295
Year	21	1334
Year	21	1342
Year	21	1423
Year	21	1433
Year	21	1517
Year	21	1661
Year	21	1741
Year	21	1823
Year	21	1841
Year	21	1854
Year	21	1863
Year	21	1867
Year	21	1885
Year	21	2143
Year	21	2405
Year	21	2710
Year	21	3168
Year	21	3179
Year	21	5112
Year	21	5415
Year	21	5905
Year	21	6510
Year	21	7100
Year	21	7651
Year	20	0001
Year	20	0330
Year	20	1101
Year	20	1140
Year	20	1143
Year	20	1154
Year	20	1403
Year	20	1429
Year	20	1514
Year	20	1552
Year	20	1606
Year	20	1711
Year	20	1790
Year	20	1855
Year	20	1883
Year	20	2295
Year	20	3310
Year	20	7777
Year	19	0561
Year	19	0804
Year	19	1102
Year	19	1109
Year	19	1115
Year	19	1122
Year	19	1255
Year	19	1322
Year	19	1325
Year	19	1373
Year	19	1387
Year	19	1388
Year	19	1399
Year	19	1401
Year	19	1422
Year	19	1442
Year	19	1466
Year	19	1523
Year	19	1524
Year	19	1550
Year	19	1603
Year	19	1619
Year	19	1809
Year	19	1868
Year	19	3125
Year	19	4315
Year	19	8111
Year	19	8126
Year	18	0010
Year	18	0117
Year	18	1144
Year	18	1343
Year	18	1348
Year	18	1411
Year	18	1485
Year	18	1488
Year	18	1612
Year	18	1630
Year	18	1650
Year	18	1655
Year	18	1803
Year	18	1806
Year	18	1819
Year	18	1828
Year	18	1861
Year	18	1879
Year	18	1881
Year	18	2040
Year	18	2060
Year	18	2210
Year	18	3333
Year	18	3500
Year	18	7010
Year	17	0107
Year	17	0929
Year	17	1128
Year	17	1129
Year	17	1156
Year	17	1176
Year	17	1380
Year	17	1383
Year	17	1402
Year	17	1405
Year	17	1425
Year	17	1434
Year	17	1532
Year	17	1539
Year	17	1540
Year	17	1546
Year	17	1555
Year	17	1558
Year	17	1559
Year	17	1615
Year	17	1616
Year	17	1716
Year	17	1733
Year	17	1804
Year	17	1811
Year	17	1846
Year	17	1849
Year	17	1862
Year	17	2024
Year	17	2701
Year	17	3200
Year	17	5150
Year	17	5555
Year	17	8888
Year	16	0952
Year	16	1054
Year	16	1116
Year	16	1257
Year	16	1323
Year	16	1339
Year	16	1344
Year	16	1375
Year	16	1377
Year	16	1404
Year	16	1436
Year	16	1467
Year	16	1519
Year	16	1520
Year	16	1528
Year	16	1536
Year	16	1719
Year	16	1791
Year	16	1842
Year	16	2029
Year	16	2142
Year	16	2144
Year	16	2146
Year	16	2220
Year	16	2400
Year	16	3770
Year	16	4064
Year	16	8500
Year	15	0201
Year	15	0903
Year	15	0935
Year	15	0949
Year	15	0955
Year	15	1099
Year	15	1118
Year	15	1152
Year	15	1153
Year	15	1371
Year	15	1376
Year	15	1378
Year	15	1381
Year	15	1384
Year	15	1385
Year	15	1386
Year	15	1389
Year	15	1416
Year	15	1427
Year	15	1440
Year	15	1486
Year	15	1545
Year	15	1624
Year	15	1651
Year	15	1669
Year	15	1718
Year	15	1735
Year	15	1796
Year	15	1856
Year	15	2027
Year	15	2251
Year	15	2345
Year	15	2420
Year	15	2432
Year	15	3300
Year	15	4544
Year	15	9001
Year	15	9812
Year	14	0807
Year	14	0913
Year	14	1104
Year	14	1138
Year	14	1145
Year	14	1146
Year	14	1259
Year	14	1426
Year	14	1443
Year	14	1476
Year	14	1521
Year	14	1553
Year	14	1609
Year	14	1617
Year	14	1623
Year	14	1637
Year	14	1659
Year	14	1723
Year	14	1745
Year	14	1814
Year	14	1831
Year	14	1869
Year	14	2044
Year	14	2230
Year	14	3681
Year	14	4510
Year	14	5200
Year	14	5275
Year	14	5614
Year	14	7800
Year	14	8280
Year	13	0007
Year	13	0102
Year	13	0137
Year	13	0904
Year	13	0908
Year	13	0914
Year	13	0921
Year	13	0956
Year	13	1046
Year	13	1121
Year	13	1148
Year	13	1157
Year	13	1168
Year	13	1254
Year	13	1329
Year	13	1347
Year	13	1409
Year	13	1413
Year	13	1437
Year	13	1479
Year	13	1544
Year	13	1547
Year	13	1556
Year	13	1567
Year	13	1611
Year	13	1613
Year	13	1618
Year	13	1628
Year	13	1634
Year	13	1649
Year	13	1784
Year	13	1817
Year	13	1851
Year	13	2028
Year	13	2035
Year	13	2476
Year	13	2700
Year	13	2750
Year	13	3456
Year	13	5120
Year	13	5370
Year	13	6112
Year	13	8012
Year	12	0070
Year	12	0584
Year	12	0847
Year	12	0905
Year	12	0934
Year	12	0948
Year	12	0950
Year	12	1147
Year	12	1161
Year	12	1162
Year	12	1261
Year	12	1286
Year	12	1324
Year	12	1326
Year	12	1345
Year	12	1531
Year	12	1537
Year	12	1554
Year	12	1557
Year	12	1608
Year	12	1633
Year	12	1706
Year	12	1709
Year	12	1730
Year	12	1788
Year	12	1843
Year	12	1853
Year	12	1876
Year	12	2322
Year	12	2467
Year	12	2689
Year	12	2816
Year	12	3257
Year	12	3546
Year	12	4112
Year	12	4409
Year	12	4610
Year	12	4720
Year	12	4800
Year	12	6810
Year	12	6996
Year	12	7011
Year	12	7190
Year	12	8723
Year	12	9010
Year	12	9073
Year	12	9733
Year	11	0112
Year	11	0311
Year	11	0724
Year	11	0927
Year	11	1047
Year	11	1049
Year	11	1107
Year	11	1135
Year	11	1149
Year	11	1160
Year	11	1174
Year	11	1291
Year	11	1293
Year	11	1341
Year	11	1394
Year	11	1418
Year	11	1444
Year	11	1535
Year	11	1622
Year	11	1625
Year	11	1640
Year	11	1641
Year	11	1666
Year	11	1694
Year	11	1710
Year	11	1727
Year	11	1753
Year	11	1810
Year	11	1813
Year	11	1845
Year	11	2042
Year	11	2043
Year	11	2103
Year	11	2176
Year	11	2188
Year	11	2242
Year	11	2300
Year	11	2384
Year	11	3083
Year	11	3085
Year	11	4117
Year	11	4929
Year	11	6347
Year	11	7770
Year	11	8350
Year	11	9393
Year	10	0212
Year	10	0230
Year	10	0407
Year	10	0851
Year	10	0856
Year	10	0928
Year	10	0938
Year	10	0941
Year	10	0947
Year	10	0954
Year	10	1124
Year	10	1137
Year	10	1175
Year	10	1281
Year	10	1474
Year	10	1481
Year	10	1482
Year	10	1484
Year	10	1626
Year	10	1631
Year	10	1632
Year	10	1642
Year	10	1653
Year	10	1657
Year	10	1680
Year	10	1685
Year	10	1697
Year	10	1720
Year	10	1729
Year	10	1737
Year	10	1749
Year	10	1798
Year	10	1858
Year	10	2026
Year	10	2034
Year	10	2036
Year	10	2047
Year	10	2070
Year	10	2120
Year	10	2134
Year	10	2151
Year	10	2211
Year	10	2243
Year	10	2886
Year	10	3431
Year	10	3888
Year	10	4069
Year	10	4239
Year	10	5620
Year	10	6320
Year	10	7104
Year	10	7620
Year	10	8200
Year	10	8899
Year	10	9019
Year	10	9600
Year	9	0069
Year	9	0105
Year	9	0625
Year	9	0808
Year	9	0810
Year	9	0848
Year	9	0853
Year	9	0858
Year	9	0901
Year	9	0919
Year	9	0930
Year	9	0931
Year	9	0957
Year	9	1134
Year	9	1139
Year	9	1164
Year	9	1170
Year	9	1172
Year	9	1173
Year	9	1177
Year	9	1179
Year	9	1264
Year	9	1284
Year	9	1396
Year	9	1428
Year	9	1478
Year	9	1480
Year	9	1602
Year	9	1644
Year	9	1668
Year	9	1690
Year	9	1698
Year	9	1701
Year	9	1705
Year	9	1714
Year	9	1715
Year	9	1722
Year	9	1726
Year	9	1746
Year	9	1747
Year	9	1782
Year	9	2045
Year	9	2055
Year	9	2085
Year	9	2140
Year	9	2150
Year	9	2160
Year	9	2165
Year	9	2245
Year	9	2330
Year	9	2347
Year	9	2357
Year	9	2526
Year	9	2608
Year	9	2641
Year	9	2720
Year	9	2800
Year	9	2879
Year	9	3140
Year	9	3180
Year	9	3218
Year	9	3293
Year	9	3358
Year	9	3458
Year	9	4210
Year	9	4420
Year	9	4500
Year	9	4526
Year	9	4784
Year	9	5723
Year	9	7012
Year	9	8479
Year	9	8484
Year	9	8573
Year	9	8956
Year	9	9915
Year	8	0116
Year	8	0304
Year	8	0350
Year	8	0451
Year	8	0526
Year	8	0723
Year	8	0744
Year	8	0822
Year	8	0849
Year	8	0850
Year	8	0854
Year	8	0923
Year	8	0924
Year	8	0939
Year	8	0944
Year	8	1133
Year	8	1163
Year	8	1166
Year	8	1167
Year	8	1267
Year	8	1282
Year	8	1369
Year	8	1393
Year	8	1395
Year	8	1397
Year	8	1417
Year	8	1518
Year	8	1526
Year	8	1538
Year	8	1645
Year	8	1647
Year	8	1658
Year	8	1703
Year	8	1731
Year	8	1732
Year	8	1743
Year	8	1787
Year	8	1864
Year	8	1866
Year	8	2039
Year	8	2049
Year	8	2062
Year	8	2066
Year	8	2108
Year	8	2115
Year	8	2129
Year	8	2130
Year	8	2141
Year	8	2205
Year	8	2208
Year	8	2293
Year	8	2301
Year	8	2504
Year	8	2553
Year	8	2605
Year	8	2670
Year	8	2802
Year	8	2890
Year	8	2901
Year	8	2947
Year	8	3005
Year	8	3115
Year	8	3123
Year	8	3136
Year	8	3271
Year	8	3291
Year	8	3336
Year	8	3434
Year	8	3503
Year	8	3600
Year	8	4072
Year	8	4280
Year	8	4361
Year	8	4381
Year	8	4412
Year	8	4550
Year	8	4604
Year	8	4612
Year	8	4862
Year	8	5272
Year	8	5282
Year	8	5546
Year	8	5712
Year	8	6016
Year	8	6235
Year	8	6500
Year	8	6950
Year	8	7050
Year	8	7150
Year	8	7870
Year	8	7889
Year	8	7965
Year	8	8020
Year	8	8119
Year	8	8229
Year	8	8520
Year	8	8719
Year	8	9780
Year	8	9781
Year	7	0046
Year	7	0100
Year	7	0129
Year	7	0130
Year	7	0210
Year	7	0240
Year	7	0319
Year	7	0401
Year	7	0721
Year	7	0802
Year	7	0805
Year	7	0813
Year	7	0816
Year	7	0827
Year	7	0836
Year	7	0840
Year	7	0843
Year	7	0907
Year	7	0909
Year	7	0911
Year	7	0918
Year	7	0922
Year	7	0925
Year	7	0951
Year	7	0959
Year	7	1045
Year	7	1048
Year	7	1098
Year	7	1114
Year	7	1131
Year	7	1165
Year	7	1274
Year	7	1283
Year	7	1288
Year	7	1292
Year	7	1438
Year	7	1465
Year	7	1543
Year	7	1575
Year	7	1586
Year	7	1594
Year	7	1629
Year	7	1636
Year	7	1643
Year	7	1646
Year	7	1667
Year	7	1702
Year	7	1736
Year	7	1752
Year	7	1761
Year	7	1774
Year	7	1826
Year	7	1827
Year	7	1852
Year	7	2059
Year	7	2074
Year	7	2099
Year	7	2101
Year	7	2110
Year	7	2122
Year	7	2123
Year	7	2155
Year	7	2162
Year	7	2172
Year	7	2201
Year	7	2216
Year	7	2259
Year	7	2268
Year	7	2274
Year	7	2321
Year	7	2369
Year	7	2374
Year	7	2419
Year	7	2510
Year	7	2860
Year	7	2905
Year	7	3040
Year	7	3108
Year	7	3331
Year	7	3448
Year	7	3613
Year	7	4355
Year	7	4497
Year	7	4543
Year	7	4567
Year	7	4600
Year	7	4920
Year	7	5055
Year	7	5130
Year	7	5182
Year	7	5207
Year	7	5280
Year	7	5500
Year	7	5887
Year	7	6752
Year	7	7007
Year	7	7413
Year	7	7718
Year	7	7950
Year	7	8919
Year	7	9011
Year	7	9029
Year	7	9071
Year	7	9109
Year	7	9398
Year	7	9820
Year	7	9876
Year	6	0066
Year	6	0113
Year	6	0180
Year	6	0308
Year	6	0400
Year	6	0410
Year	6	0564
Year	6	0650
Year	6	0707
Year	6	0743
Year	6	0776
Year	6	0815
Year	6	0823
Year	6	0824
Year	6	0826
Year	6	0830
Year	6	0831
Year	6	0835
Year	6	0839
Year	6	0902
Year	6	0906
Year	6	0920
Year	6	0933
Year	6	0936
Year	6	0937
Year	6	0945
Year	6	0987
Year	6	1287
Year	6	1297
Year	6	1391
Year	6	1392
Year	6	1470
Year	6	1472
Year	6	1542
Year	6	1563
Year	6	1578
Year	6	1597
Year	6	1627
Year	6	1648
Year	6	1652
Year	6	1654
Year	6	1676
Year	6	1684
Year	6	1704
Year	6	1724
Year	6	1734
Year	6	1738
Year	6	1754
Year	6	1799
Year	6	2046
Year	6	2048
Year	6	2051
Year	6	2072
Year	6	2125
Year	6	2132
Year	6	2137
Year	6	2138
Year	6	2236
Year	6	2244
Year	6	2302
Year	6	2308
Year	6	2323
Year	6	2372
Year	6	2378
Year	6	2404
Year	6	2439
Year	6	2444
Year	6	2502
Year	6	2712
Year	6	2858
Year	6	2873
Year	6	2882
Year	6	2889
Year	6	2902
Year	6	2919
Year	6	3015
Year	6	3088
Year	6	3131
Year	6	3188
Year	6	3194
Year	6	3479
Year	6	3727
Year	6	3785
Year	6	4015
Year	6	4202
Year	6	4234
Year	6	4276
Year	6	4289
Year	6	4390
Year	6	4400
Year	6	4418
Year	6	4469
Year	6	4635
Year	6	4840
Year	6	4885
Year	6	5029
Year	6	5252
Year	6	5274
Year	6	5300
Year	6	5335
Year	6	5367
Year	6	5464
Year	6	5504
Year	6	5522
Year	6	5678
Year	6	5687
Year	6	6045
Year	6	6126
Year	6	6197
Year	6	6599
Year	6	6621
Year	6	6660
Year	6	6800
Year	6	6839
Year	6	7058
Year	6	7165
Year	6	7300
Year	6	7382
Year	6	7500
Year	6	7600
Year	6	7699
Year	6	7895
Year	6	7910
Year	6	7913
Year	6	7990
Year	6	8002
Year	6	8098
Year	6	8139
Year	6	8266
Year	6	8288
Year	6	8312
Year	6	8478
Year	6	8600
Year	6	8800
Year	6	8819
Year	6	9024
Year	6	9060
Year	6	9074
Year	6	9150
Year	6	9162
Year	6	9165
Year	6	9270
Year	6	9396
Year	6	9697
Year	6	9803
Year	6	9809
Year	6	9813
Year	6	9814
Year	6	9874
Year	6	9930
Year	5	0109
Year	5	0111
Year	5	0124
Year	5	0139
Year	5	0227
Year	5	0233
Year	5	0300
Year	5	0307
Year	5	0411
Year	5	0447
Year	5	0531
Year	5	0548
Year	5	0634
Year	5	0637
Year	5	0706
Year	5	0709
Year	5	0710
Year	5	0720
Year	5	0729
Year	5	0730
Year	5	0731
Year	5	0734
Year	5	0739
Year	5	0749
Year	5	0757
Year	5	0801
Year	5	0812
Year	5	0814
Year	5	0837
Year	5	0841
Year	5	0852
Year	5	0910
Year	5	0916
Year	5	0917
Year	5	1090
Year	5	1096
Year	5	1268
Year	5	1271
Year	5	1277
Year	5	1289
Year	5	1290
Year	5	1564
Year	5	1565
Year	5	1576
Year	5	1580
Year	5	1585
Year	5	1590
Year	5	1591
Year	5	1656
Year	5	1670
Year	5	1675
Year	5	1725
Year	5	1739
Year	5	1756
Year	5	1773
Year	5	1785
Year	5	1786
Year	5	1807
Year	5	2031
Year	5	2056
Year	5	2133
Year	5	2136
Year	5	2147
Year	5	2159
Year	5	2179
Year	5	2192
Year	5	2199
Year	5	2209
Year	5	2225
Year	5	2232
Year	5	2234
Year	5	2238
Year	5	2250
Year	5	2297
Year	5	2340
Year	5	2380
Year	5	2401
Year	5	2499
Year	5	2534
Year	5	2557
Year	5	2581
Year	5	2611
Year	5	2627
Year	5	2629
Year	5	2634
Year	5	2640
Year	5	2653
Year	5	2706
Year	5	2728
Year	5	2734
Year	5	2760
Year	5	2829
Year	5	2874
Year	5	2891
Year	5	2895
Year	5	2912
Year	5	2958
Year	5	2998
Year	5	3010
Year	5	3011
Year	5	3024
Year	5	3030
Year	5	3154
Year	5	3159
Year	5	3320
Year	5	3366
Year	5	3387
Year	5	3412
Year	5	3496
Year	5	3513
Year	5	3555
Year	5	3653
Year	5	3660
Year	5	3696
Year	5	3799
Year	5	3820
Year	5	3921
Year	5	4105
Year	5	4134
Year	5	4411
Year	5	4487
Year	5	4565
Year	5	4758
Year	5	5020
Year	5	5036
Year	5	5100
Year	5	5149
Year	5	5227
Year	5	5254
Year	5	5378
Year	5	5515
Year	5	5535
Year	5	5585
Year	5	5873
Year	5	6162
Year	5	6443
Year	5	6565
Year	5	6830
Year	5	6961
Year	5	6978
Year	5	7036
Year	5	7233
Year	5	7325
Year	5	7733
Year	5	7891
Year	5	8001
Year	5	8072
Year	5	8596
Year	5	8798
Year	5	8822
Year	5	8938
Year	5	9130
Year	5	9349
Year	5	9500
Year	5	9984
Year	4	0011
Year	4	0013
Year	4	0024
Year	4	0119
Year	4	0131
Year	4	0145
Year	4	0146
Year	4	0153
Year	4	0158
Year	4	0168
Year	4	0213
Year	4	0225
Year	4	0234
Year	4	0315
Year	4	0327
Year	4	0344
Year	4	0356
Year	4	0424
Year	4	0433
Year	4	0448
Year	4	0517
Year	4	0643
Year	4	0646
Year	4	0651
Year	4	0659
Year	4	0712
Year	4	0714
Year	4	0735
Year	4	0737
Year	4	0740
Year	4	0741
Year	4	0747
Year	4	0752
Year	4	0753
Year	4	0754
Year	4	0756
Year	4	0759
Year	4	0775
Year	4	0777
Year	4	0806
Year	4	0821
Year	4	0832
Year	4	0842
Year	4	0844
Year	4	0845
Year	4	0855
Year	4	0857
Year	4	0932
Year	4	0940
Year	4	1088
Year	4	1094
Year	4	1278
Year	4	1285
Year	4	1299
Year	4	1475
Year	4	1487
Year	4	1522
Year	4	1560
Year	4	1572
Year	4	1589
Year	4	1639
Year	4	1660
Year	4	1692
Year	4	1728
Year	4	1748
Year	4	1778
Year	4	1779
Year	4	1793
Year	4	1859
Year	4	2037
Year	4	2053
Year	4	2078
Year	4	2093
Year	4	2097
Year	4	2107
Year	4	2111
Year	4	2114
Year	4	2116
Year	4	2117
Year	4	2118
Year	4	2124
Year	4	2127
Year	4	2148
Year	4	2163
Year	4	2168
Year	4	2175
Year	4	2204
Year	4	2212
Year	4	2222
Year	4	2226
Year	4	2228
Year	4	2231
Year	4	2240
Year	4	2248
Year	4	2252
Year	4	2257
Year	4	2258
Year	4	2260
Year	4	2264
Year	4	2284
Year	4	2303
Year	4	2304
Year	4	2311
Year	4	2318
Year	4	2328
Year	4	2341
Year	4	2354
Year	4	2358
Year	4	2385
Year	4	2392
