Year	7	5244
Year	7	5317
Year	7	5851
Year	7	6209
Year	7	7850
Year	7	8889
Year	7	9403
Year	6	1007
Year	6	1013
Year	6	1050
Year	6	1066
Year	6	1072
Year	6	1094
Year	6	1105
Year	6	1144
Year	6	1162
Year	6	1169
Year	6	1260
Year	6	1328
Year	6	1332
Year	6	1397
Year	6	1480
Year	6	1515
Year	6	1539
Year	6	1601
Year	6	1610
Year	6	1611
Year	6	1612
Year	6	1648
Year	6	1669
Year	6	1689
Year	6	1725
Year	6	1726
Year	6	1774
Year	6	1862
Year	6	2038
Year	6	2069
Year	6	2323
Year	6	2430
Year	6	2870
Year	6	3201
Year	6	3800
Year	6	4600
Year	6	5025
Year	6	5207
Year	6	5248
Year	6	6225
Year	6	7523
Year	6	8087
Year	6	9410
Year	6	9461
Year	6	9494
Year	6	9770
Year	5	0758
Year	5	1003
Year	5	1023
Year	5	1044
Year	5	1109
Year	5	1114
Year	5	1172
Year	5	1207
Year	5	1302
Year	5	1307
Year	5	1308
Year	5	1326
Year	5	1362
Year	5	1389
Year	5	1410
Year	5	1415
Year	5	1425
Year	5	1439
Year	5	1450
Year	5	1482
Year	5	1486
Year	5	1516
Year	5	1609
Year	5	1628
Year	5	1629
Year	5	1671
Year	5	1701
Year	5	1767
Year	5	1775
Year	5	1850
Year	5	1861
Year	5	1872
Year	5	1874
Year	5	1878
Year	5	2024
Year	5	2080
Year	5	2101
Year	5	2120
Year	5	2122
Year	5	2201
Year	5	2222
Year	5	2281
Year	5	2401
Year	5	2402
Year	5	2780
Year	5	2900
Year	5	3549
Year	5	4160
Year	5	4315
Year	5	4730
Year	5	5017
Year	5	5243
Year	5	5249
Year	5	5600
Year	5	6319
Year	5	6710
Year	5	7700
Year	5	8411
Year	5	8504
Year	5	8910
Year	5	9003
Year	5	9470
Year	4	0300
Year	4	0651
Year	4	0702
Year	4	0772
Year	4	0773
Year	4	0776
Year	4	0800
Year	4	0823
Year	4	0875
Year	4	0901
Year	4	0906
Year	4	0930
Year	4	1010
Year	4	1015
Year	4	1036
Year	4	1041
Year	4	1064
Year	4	1081
Year	4	1091
Year	4	1092
Year	4	1103
Year	4	1107
Year	4	1110
Year	4	1113
Year	4	1138
Year	4	1139
Year	4	1146
Year	4	1158
Year	4	1190
